Date,ASTRAL.NS,DEEPAKNTR.NS,LTTS.NS,PERSISTENT.NS,TATAELXSI.NS,NIFTY50
2021-04-06,1156.657958984375,1629.016357421875,2603.27587890625,937.5367431640625,2745.674560546875,14683.5
2021-04-07,1175.0859375,1669.12353515625,2693.24853515625,949.317626953125,2812.15087890625,14819.0498046875
2021-04-08,1184.96875,1683.0333251953125,2718.27734375,973.8229370117188,2829.85595703125,14873.7998046875
2021-04-09,1186.454833984375,1652.7071533203125,2760.656982421875,1004.8838500976562,2960.27978515625,14834.849609375
2021-04-12,1125.6722412109375,1555.928466796875,2691.304443359375,978.6852416992188,2783.85205078125,14310.7998046875
2021-04-13,1070.647705078125,1560.1553955078125,2549.709716796875,940.6815185546875,2698.334716796875,14504.7998046875
2021-04-15,1133.6600341796875,1580.84814453125,2613.704833984375,946.1002807617188,2794.446533203125,14581.4501953125
2021-04-16,1246.9033203125,1560.9910888671875,2584.0302734375,949.0999145507812,2828.75830078125,14617.849609375
2021-04-19,1248.5380859375,1532.3851318359375,2547.43408203125,934.2468872070312,2910.64892578125,14359.4501953125
2021-04-20,1239.77001953125,1533.3681640625,2473.199951171875,922.4900512695312,2863.213134765625,14296.400390625
2021-04-22,1231.819091796875,1571.4112548828125,2419.207275390625,906.45166015625,2909.21728515625,14406.150390625
2021-04-23,1258.086669921875,1600.213623046875,2505.48193359375,907.153076171875,3040.499755859375,14341.349609375
2021-04-26,1246.08642578125,1609.6998291015625,2484.81396484375,936.4723510742188,3056.91650390625,14485.0
2021-04-27,1248.90966796875,1752.287353515625,2458.03076171875,944.2133178710938,3030.33544921875,14653.0498046875
2021-04-28,1231.9676513671875,1750.222900390625,2488.132080078125,948.6885986328125,3146.29931640625,14864.5498046875
2021-04-29,1212.648193359375,1756.9075927734375,2491.6875,968.8396606445312,3230.48046875,14894.900390625
2021-04-30,1173.4141845703125,1833.9273681640625,2587.206298828125,986.1602172851562,3321.53369140625,14631.099609375
2021-05-03,1183.55712890625,1871.773681640625,2652.149169921875,1040.2991943359375,3374.361572265625,14634.150390625
2021-05-04,1169.1785888671875,1832.1087646484375,2441.771484375,1065.747802734375,3671.66845703125,14496.5
2021-05-05,1167.6553955078125,1871.675537109375,2434.51806640625,1090.0111083984375,3669.28271484375,14617.849609375
2021-05-06,1176.7578125,1859.0927734375,2416.789306640625,1065.0220947265625,3584.52880859375,14724.7998046875
2021-05-07,1173.0054931640625,1772.4393310546875,2390.480224609375,1092.7930908203125,3522.585693359375,14823.150390625
2021-05-10,1162.2308349609375,1745.6519775390625,2375.737548828125,1115.846923828125,3448.521484375,14942.349609375
2021-05-11,1225.391845703125,1766.934326171875,2399.060302734375,1117.008056640625,3355.98876953125,14850.75
2021-05-12,1236.9833984375,1760.8887939453125,2406.692138671875,1070.4649658203125,3361.76318359375,14696.5
2021-05-14,1248.76123046875,1698.76171875,2407.688232421875,1102.3482666015625,3323.156494140625,14677.7998046875
2021-05-17,1311.1787109375,1689.47216796875,2433.380859375,1163.2847900390625,3464.508056640625,14923.150390625
2021-05-18,1336.368896484375,1763.837890625,2503.30126953125,1127.9664306640625,3494.906982421875,15108.099609375
2021-05-19,1349.2979736328125,1745.2586669921875,2501.26318359375,1165.244384765625,3487.701171875,15030.150390625
2021-05-20,1316.6402587890625,1744.0791015625,2475.23828125,1128.6195068359375,3454.009521484375,14906.0498046875
2021-05-21,1302.5963134765625,1732.2337646484375,2487.990234375,1155.930908203125,3403.66259765625,15175.2998046875
2021-05-24,1330.647216796875,1756.809326171875,2453.717041015625,1175.2593994140625,3418.83837890625,15197.7001953125
2021-05-25,1349.1494140625,1774.7003173828125,2481.021240234375,1209.2232666015625,3403.47216796875,15208.4501953125
2021-05-26,1374.933837890625,1754.54833984375,2563.741455078125,1216.7947998046875,3399.17724609375,15301.4501953125
2021-05-27,1410.006591796875,1735.330322265625,2583.935302734375,1223.1085205078125,3440.027099609375,15337.849609375
2021-05-28,1399.3436279296875,1763.837890625,2564.7841796875,1200.9739990234375,3464.365234375,15435.650390625
2021-05-31,1393.3990478515625,1755.089111328125,2570.09326171875,1230.3175048828125,3477.536376953125,15582.7998046875
2021-06-01,1381.547119140625,1730.4642333984375,2547.481689453125,1206.6832275390625,3444.942138671875,15574.849609375
2021-06-02,1403.09619140625,1722.5999755859375,2530.037109375,1198.7244873046875,3427.762451171875,15576.2001953125
2021-06-03,1405.8824462890625,1710.7054443359375,2561.37109375,1167.2279052734375,3406.14453125,15690.349609375
2021-06-04,1410.1925048828125,1702.25146484375,2579.62158203125,1191.2977294921875,3403.66259765625,15670.25
2021-06-07,1415.1708984375,1724.369384765625,2632.76123046875,1190.7655029296875,3448.37841796875,15751.650390625
2021-06-08,1433.2274169921875,1794.6556396484375,2639.72900390625,1215.8272705078125,3571.548583984375,15740.099609375
2021-06-09,1444.29931640625,1748.3060302734375,2596.402587890625,1203.7801513671875,3540.4814453125,15635.349609375
2021-06-10,1467.59423828125,1755.3837890625,2664.095458984375,1218.5850830078125,3623.803466796875,15737.75
2021-06-11,1437.722900390625,1761.38037109375,2724.582275390625,1219.3348388671875,3645.994384765625,15799.349609375
2021-06-14,1447.9031982421875,1739.75390625,2714.580322265625,1221.3668212890625,3636.0205078125,15811.849609375
2021-06-15,1449.500732421875,1744.9637451171875,2710.97705078125,1229.95458984375,3624.66259765625,15869.25
